episode,name,line
1x10 - The Pineapple Incident,Ted," No I'm not. Look, I just turned off my brain for the night. Nothing's changed, you've moved on, I've moved on.
"
1x10 - The Pineapple Incident,Robin," Really, you moved on?
"
1x10 - The Pineapple Incident,Ted," Yes. What, you don't believe me?
"
1x10 - The Pineapple Incident,Ted," Oh, OK.
"
1x10 - The Pineapple Incident,Ted," Trudy, come on out.
"
1x10 - The Pineapple Incident,Ted,"  You are gonna laugh.
"
1x10 - The Pineapple Incident,Ted,"Robin: Wait, you were with someone last night?  Yeah, Trudy, she's cool.
"
1x10 - The Pineapple Incident,Robin," Wait, you were with someone last night?  Yeah, Trudy, she's cool.
"
1x10 - The Pineapple Incident,Ted," Trudy, come on out.
"
1x10 - The Pineapple Incident,Ted," Seriously, it's OK. This is so Trudy. She's really shy, I think.
"
1x10 - The Pineapple Incident,Ted," Trudy?
"
1x10 - The Pineapple Incident,Robin," Hi Trudy, I'm Robin. It's nice to meet you. You're right, she is shy.
"
1x10 - The Pineapple Incident,Ted," I'm not making this up. She must have climbed out the fire escape.
"
1x10 - The Pineapple Incident,Ted," Whatever, whatever. I don't care what you think.
"
1x10 - The Pineapple Incident,Ted,"Robin: Then why did you hide her from me?  Wow, you're good. Did anyone ever tell you you should be on 60 Minutes?
"
1x10 - The Pineapple Incident,Robin," Then why did you hide her from me?  Wow, you're good. Did anyone ever tell you you should be on 60 Minutes?
"
1x10 - The Pineapple Incident,Robin," Yes, you did, last night.
"
1x10 - The Pineapple Incident,Ted," Really? Well.
"
1x10 - The Pineapple Incident,Robin," Get some sleep, Ted. You had a long night. And don't feel bad, I've woken up with worse.
"
5x05 - Duel Citizenship,Robin,"Okay, let's do this!
"
5x05 - Duel Citizenship,Robin,"Ted, this hydro bill is bigger than Louis Cyr's biceps. What, you leave the garburator on all night, eh?
"
5x05 - Duel Citizenship,Robin,",
"
5x05 - Duel Citizenship,Barney,"The... mmm. Social experiment.
"
5x05 - Duel Citizenship,Robin,"Okay, okay. You know what, what does that even prove, okay? You chant anything, people we join in.
"
5x05 - Duel Citizenship,Barney,",
"
5x05 - Duel Citizenship,Ted,", joining them
"
5x05 - Duel Citizenship,Marshall,"No!
"
5x05 - Duel Citizenship,Robin,"What Gazzola's?
"
5x05 - Duel Citizenship,Ted,"A filthy mecca of spectacular if undercooked pizza located at 316 Kinzie Street, Chicago, Illinois.
"
5x05 - Duel Citizenship,Marshall,"Back in college, Ted and I used to take these crazy road trips from Connecticut all the way to Chicago just for Gazzola's pizza.
"
5x05 - Duel Citizenship,Ted,"22 hours. No map. We'd just jump in the Fiero and drive. We were like Lewis and Clark, if Lewis and Clark peed in empty soda bottles and had a bong made out of a cantaloupe.
"
5x05 - Duel Citizenship,Marshall,"Man, those Gazzola trips, that's... that's when we really became bros.
"
5x05 - Duel Citizenship,Ted,"Mm. We ate nothing but jerky.
"
5x05 - Duel Citizenship,Marshall,"Drank nothing but Tantrum.
"
5x05 - Duel Citizenship,Marshall,"Oh, man, we went through a whole case of Tantrum one trip.
"
5x05 - Duel Citizenship,Ted,"I was color blind for two weeks after that.
"
5x05 - Duel Citizenship,Marshall,"I think that's the reason that I pass out when I hear church bells.
"
5x05 - Duel Citizenship,Ted,"It's probably a good thing they're closing Gazzola's. Those trips were brutal, right? The long hours in the car, the motion sickness, the smell.
"
5x05 - Duel Citizenship,Marshall,"So what time are we leaving for Gazzola's tomorrow?
"
5x05 - Duel Citizenship,Ted,"I was thinking 9:00, 9:30.
"
5x05 - Duel Citizenship,Ted,"I am ready to hit the road. I got baby wipes. I got a variety of jerky. I got six cans of Tantrum. Well, four. One b*rned though the can, the other one I drank already.
"
5x05 - Duel Citizenship,Barney,"What do you mean?
"
5x05 - Duel Citizenship,Ted,"Think about it.
"
5x05 - Duel Citizenship,Ted,"Hey, haven't seen you all week. How you doing?
"
5x05 - Duel Citizenship,Lily,"We're doing great.
"
5x05 - Duel Citizenship,Ted,"Do you watch the Jets game?
"
5x05 - Duel Citizenship,Marshall,"We most certainly did.
"
5x05 - Duel Citizenship,Ted,"How'd things go at the doctor?
"
5x05 - Duel Citizenship,Marshall,"We no longer have a hemorrhoid problem.
"
5x05 - Duel Citizenship,Barney,"Hmm.
"
5x05 - Duel Citizenship,Robin,"You guys will not believe this. I've been talking to my lawyer all morning. You know that guy I have a slight disagreement with at the Hoser Hut? He's filing as*ault charges.
"
5x05 - Duel Citizenship,Robin,"Come on!
"
5x05 - Duel Citizenship,Robin,"I broke his nose with a chair. And now, apparently, I may end up getting deported.
"
5x05 - Duel Citizenship,Ted,"Oh, my God, that sucks! Yeah. I'm gonna go do push-ups in the kitchen. Tantrum!
"
5x05 - Duel Citizenship,Robin,"Well, there's only one possible way to avoid getting deported. My lawyer said I could become an American citizen.
"
5x05 - Duel Citizenship,Barney,"Perfect. Problem solved. Welcome aboard.
"
5x05 - Duel Citizenship,Robin,"Well, it's not that simple. I'm a Canadian. I was born there. My family's there. It's who I am.
"
5x05 - Duel Citizenship,Barney,"I know, and it's provided us with a lot of laughs. But, Robin, if you want to live here, work here and throw chairs at people here, you have to do this.
"
5x05 - Duel Citizenship,Robin,"Well, there's a citizenship test tomorrow.
"
5x05 - Duel Citizenship,Barney,"A cit...
"
5x05 - Duel Citizenship,Robin,"I'll think about it.
"
5x05 - Duel Citizenship,Barney,"No, no, you have to do it. I'll help you study. We're gonna stay up all night long. I'm gonna drill you, and then we're gonna study. No, seriously. We're gonna do some cramming and then we're gonna study. No, seriously. We're gonna bone up on...
"
5x05 - Duel Citizenship,Robin,"Okay, Barney.
"
5x05 - Duel Citizenship,Barney,"Sorry. It's a rich area.
"
5x05 - Duel Citizenship,Robin,"It is.
"
5x05 - Duel Citizenship,Barney,"But you know, it's not going to be easy, this test. It's not like the Canadian citizenship test.
"
5x05 - Duel Citizenship,Robin,"How do you know the Canadian test is easy?
"
5x05 - Duel Citizenship,Barney,"It's Canada. Question oneDo you want to be Canadian? Question tworeally?
"
5x05 - Duel Citizenship,Marshall,",
"
5x05 - Duel Citizenship,Ted,"Yes, I do! I don't why they make phone books anymore. Everything's online, right?
"
5x05 - Duel Citizenship,Marshall,"Tantrum!
"
5x05 - Duel Citizenship,Ted,"Tantrum!
"
5x05 - Duel Citizenship,Lily,"All right, let's hit the road.
"
5x05 - Duel Citizenship,Ted,"You invited Lily?
"
5x05 - Duel Citizenship,Marshall,"We most certainly did!
"
5x05 - Duel Citizenship,Barney,"I don't know if you caught that, but he did the ""we"" thing.
"
5x05 - Duel Citizenship,Ted,"Yeah, I heard him.
"
5x05 - Duel Citizenship,Barney,"Okay.
"
5x05 - Duel Citizenship,Lily,"Road trip! So you guys want to talk about bitches? I'm kidding. They're called women.
"
5x05 - Duel Citizenship,Ted,"All right, next stopChicago.
"
5x05 - Duel Citizenship,Lily,"I have to pee.
"
5x05 - Duel Citizenship,Ted,"Couldn't you have gone before we left?
"
5x05 - Duel Citizenship,Lily,"I did. I just pee a lot. You'll see.
"
5x05 - Duel Citizenship,Marshall,"Don't worry, we'll get out on the road, it'll be just like old times.
"
5x05 - Duel Citizenship,Lily,"Sugar snap pea? Pea... That reminds me, I have to pee.
"
5x05 - Duel Citizenship,Ted,"Okay, straight, straight, straight. Now, wait, a little to the left. We'll pass a state trooper.
"
5x05 - Duel Citizenship,Ted,"Ooh, punch buggy yellow!
"
5x05 - Duel Citizenship,Ted,"Ow!
"
5x05 - Duel Citizenship,Lily,"Yellow, that reminds me, I have to pee.
"
5x05 - Duel Citizenship,Ted,"Thank you!
"
5x05 - Duel Citizenship,Lily,"Great. Oh, hey, Ted...
"
5x05 - Duel Citizenship,Ted,"You can't have to go again. It's not humanly possible.
"
5x05 - Duel Citizenship,Lily,"No, I was just going to say maybe we should listen to something.
"
5x05 - Duel Citizenship,Ted,"Oh, that's a great idea. I think I have some Jerky Boys.
"
5x05 - Duel Citizenship,Marshall,"Goodbye, Sparky.
"
5x05 - Duel Citizenship,Lily,"It's an audio book about a boy and his dog. It made Elisabeth Hasselbeck cry.
"
5x05 - Duel Citizenship,Marshall,"Oh!
"
5x05 - Duel Citizenship,Lily,"That reminds me, I have to pee.
"
5x05 - Duel Citizenship,Barney,"""How many stars are on the flag?""
"
5x05 - Duel Citizenship,Robin,"50, one for each state.
"
5x05 - Duel Citizenship,Barney,"""What are the first ten amendments to the Constitution called?""
"
5x05 - Duel Citizenship,Robin,"The Bill of Rights. Look, Barney, I know all this. I'm ready.
"
5x05 - Duel Citizenship,Barney,"Ready for the test maybe, but ready to be an American? Not on your sweet life. For you to be an American, we got to get the Canadian out of you. That's why I've created these questions. Question one""Who is this?""
"
5x05 - Duel Citizenship,Robin,"Queen Elizabeth II.
"
5x05 - Duel Citizenship,Barney,"No, the answer is Elton John. Question two""What the hell is this?""
"
5x05 - Duel Citizenship,Robin,"Oh, curling. Um, it's a sport played...
"
5x05 - Duel Citizenship,Barney,"Wrong. The answer we were looking for was ""I don't care, it's dumb"". Let's go buy something that's bad for us and then sue the people who made it. That's America, Robin.
"
5x05 - Duel Citizenship,Ted,"Oh, my God, Lily, please tell me you have to go pee!
"
5x05 - Duel Citizenship,Lily,"Ah, I do.
"
5x05 - Duel Citizenship,Marshall,"Well, don't worry, the next exit's the hotel. We can go there.
"
5x05 - Duel Citizenship,Ted,"Hotel?
"
5x05 - Duel Citizenship,Marshall,"Well, I mean, single people can have fun here, too, right?
"
5x05 - Duel Citizenship,Robin,"I want to say- Jefferson?
"
5x05 - Duel Citizenship,Barney,"Correct.
"
5x05 - Duel Citizenship,Robin,"Oh!
"
5x05 - Duel Citizenship,Barney,"Archie Bunker's neighbor was George Jefferson.
"
5x05 - Duel Citizenship,Robin,"Oh, boo-ya! I am nailing this. God, I'm buzzing on America right now!
"
5x05 - Duel Citizenship,Barney,"All right, hold your horses. Now to prove that you are as American as apple pie and the childhood obesity it leads to- who is this?
"
5x05 - Duel Citizenship,Robin,"That, Barney, is the American actor, beloved by millions, the ""Hey, Vern"" guy from the popular series of Ernest films. And his name... Jeff Foxworthy.
"
5x05 - Duel Citizenship,Barney,"Jeff Foxworthy? No, it's Jim Varney. You're kidding me. You don't know that?
"
5x05 - Duel Citizenship,Robin,"Uh, that's Jeff Foxworthy, dumbass. End of story. Now shut your stupid face.
"
5x05 - Duel Citizenship,Barney,"Not only are you wrong, but you are belligerently sticking to your g*n and insulting me in the process. Robin Scherbatsky- you are an American.
"
5x05 - Duel Citizenship,Ted,"It didn't work, I'm still here. Marshall, what are we doing? We should be on the road.
"
5x05 - Duel Citizenship,Marshall,"Ok, Ted, we're not in college anymore, okay? We don't have to drive all night.
"
5x05 - Duel Citizenship,Lily,"Besides, they have a spa. What kind of treatments do you offer?
"
5x05 - Duel Citizenship,Lily,"We'd love cornmeal body scrub!
"
5x05 - Duel Citizenship,Ted,"Whoa. I got to dial back on the Tantrum.
"
5x05 - Duel Citizenship,Robin,"Oh, yeah, I'm gonna be an American, y'all.
"
5x05 - Duel Citizenship,Ted,"Hey, man.
"
5x05 - Duel Citizenship,Marshall,"Shh.
"
5x05 - Duel Citizenship,Ted,"Sorry about what I said before. You want to go to the store and get some beer?
"
5x05 - Duel Citizenship,Marshall,"Lily is asleep. I suppose I could reschedule my pedicure. What the hell? But only light beer because we have a couple hike in the morning.
"
5x05 - Duel Citizenship,Marshall,"Dude, why are we pulling to the highway? Ted, where exactly are we going to get this beer?
"
5x05 - Duel Citizenship,Ted,"Chicago.
"
5x05 - Duel Citizenship,Marshall,"What are you doing? We can't just leave Lily. When she wakes up, she's going to freak!
"
5x05 - Duel Citizenship,Ted,"She'll have a back rub and a crumpet. She'll be fine. Relax. Have some fun.
"
5x05 - Duel Citizenship,Marshall,"I just abandoned my wife. How am I supposed to have fun?
"
5x05 - Duel Citizenship,Ted,",
"
5x05 - Duel Citizenship,Ted,"Hey, you really think Lily's pissed?
"
5x05 - Duel Citizenship,Marshall,"If she's pissed, she's pissed.
"
5x05 - Duel Citizenship,Ted,"Pfft.
"
5x05 - Duel Citizenship,Barney,"Good morning.
"
5x05 - Duel Citizenship,Robin,"Barney? Oh, my God. What happened last night?
"
5x05 - Duel Citizenship,Barney,"You went Canadian.
"
5x05 - Duel Citizenship,Robin,"How Canadian?
"
5x05 - Duel Citizenship,Barney,"This Canadian.
"
5x05 - Duel Citizenship,Robin,"Oh, God. Okay. It's coming back to me. I, uh, I went into the Hoser Hut... And I met this women's curling team.
"
5x05 - Duel Citizenship,Robin,"We started drinking. And the next thing I know, they're inviting me to a Bryan Adams/Rich title double bill in Toronto.
"
5x05 - Duel Citizenship,Robin,"How did you find me, anyway?
"
5x05 - Duel Citizenship,Barney,"You called me, said you were never coming back. So, I jumped on a plane, flew across the Atlantic...
"
5x05 - Duel Citizenship,Robin,"Canada isn't across the Atlantic.
"
5x05 - Duel Citizenship,Barney,"You're talking nonsense. Now, listen... You slipped up. It's fine. The test is in a few hours.
"
5x05 - Duel Citizenship,Robin,"Barney, I'm not taking the test.
"
